112 4	
	   0   0   0 1.04602786
	   1   0   0 0.313808358
	   2   0   0 0.06656880537
	   0   1   0 0.313808358
	   1   1   0 1.140170367
	   2   1   0 0.4437920351
	   3   1   0 0.1153005533
	   0   2   0 0.06656880537
	   1   2   0 0.4437920351
	   2   2   0 1.234312874
	   3   2   0 0.5435320206
	   1   3   0 0.1153005533
	   2   3   0 0.5435320206
	   3   3   0 1.328455382
	   0   0   1 0.313808358
	   1   0   1 1.140170367
	   2   0   1 0.4437920351
	   3   0   1 0.1153005533
	   0   1   1 1.140170367
	   1   1   1 0.9414250739
	   2   1   1 1.81215081
	   3   1   1 0.7686703532
	   0   2   1 0.4437920351
	   1   2   1 1.81215081
	   2   2   1 1.56904179
	   3   2   1 2.464011826
	   0   3   1 0.1153005533
	   1   3   1 0.7686703532
	   2   3   1 2.464011826
	   3   3   1 2.196658506
	   0   0   2 0.06656880537
	   1   0   2 0.4437920351
	   2   0   2 1.234312874
	   3   0   2 0.5435320206
	   0   1   2 0.4437920351
	   1   1   2 1.81215081
	   2   1   2 1.56904179
	   3   1   2 2.464011826
	   0   2   2 1.234312874
	   1   2   2 1.56904179
	   2   2   2 3.957145648
	   3   2   2 3.074681416
	   0   3   2 0.5435320206
	   1   3   2 2.464011826
	   2   3   2 3.074681416
	   3   3   2 6.501553328
	   1   0   3 0.1153005533
	   2   0   3 0.5435320206
	   3   0   3 1.328455382
	   0   1   3 0.1153005533
	   1   1   3 0.7686703532
	   2   1   3 2.464011826
	   3   1   3 2.196658506
	   0   2   3 0.5435320206
	   1   2   3 2.464011826
	   2   2   3 3.074681416
	   3   2   3 6.501553328
	   0   3   3 1.328455382
	   1   3   3 2.196658506
	   2   3   3 6.501553328
	   3   3   3 6.918033191
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	   0   0   0   0
	
